Resource,Id,Value,DisplayName,PermissionType
Microsoft Graph,eafad40c-bf7a-415a-b7f8-acdf5706b58f,ResourceSpecificPermissionGrant.ReadForTeam,,Delegated
Microsoft Graph,f2833d75-a4e6-40ab-86d4-6dfe73c97605,RecordsManagement.ReadWrite.All,,Delegated
Microsoft Graph,02e97553-ed7b-43d0-ab3c-f8bace0d040c,Reports.Read.All,,Delegated
Microsoft Graph,84fac5f4-33a9-4100-aa38-a20c6d29e5e7,ReportSettings.Read.All,,Delegated
Microsoft Graph,b955410e-7715-4a88-a940-dfd551018df3,ReportSettings.ReadWrite.All,,Delegated
Microsoft Graph,cb530fca-534b-4e72-aa74-bca7e8bbd06f,ResourceSpecificPermissionGrant.ReadForChat,,Delegated
Microsoft Graph,50fd364f-9d93-4ae1-b170-300e87cccf84,ProgramControl.ReadWrite.All,,Delegated
Microsoft Graph,f1d91a8f-88e7-4774-8401-b668d5bca0c5,ResourceSpecificPermissionGrant.ReadForUser,,Delegated
Microsoft Graph,07f995eb-fc67-4522-ad66-2b8ca8ea3efd,RecordsManagement.Read.All,,Delegated
Microsoft Graph,c492a2e1-2f8f-4caa-b076-99bbf6e40fe4,ProgramControl.Read.All,,Delegated
Microsoft Graph,06dbc45d-6708-4ef0-a797-f797ee68bf4b,PrivilegedAssignmentSchedule.ReadWrite.AzureADGroup,,Delegated
Microsoft Graph,469cd065-729e-4dee-b1fa-d92e0fab6310,ProfilePhoto.Read.All,,Delegated
Microsoft Graph,3a0db2f6-0d2a-4c19-971b-49109b19ad3d,PrintJob.ReadWriteBasic.All,,Delegated
Microsoft Graph,490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c,PrintSettings.Read.All,,Delegated
Microsoft Graph,9ccc526a-c51c-4e5c-a1fd-74726ef50b8f,PrintSettings.ReadWrite.All,,Delegated
Microsoft Graph,b3a539c9-59cb-4ad5-825a-041ddbdc2bdb,PrivilegedAccess.Read.AzureAD,,Delegated
Microsoft Graph,d329c81c-20ad-4772-abf9-3f6fdb7e5988,PrivilegedAccess.Read.AzureADGroup,,Delegated
Microsoft Graph,1d89d70c-dcac-4248-b214-903c457af83a,PrivilegedAccess.Read.AzureResources,,Delegated
Microsoft Graph,3c3c74f5-cdaa-4a97-b7e0-4e788bfcfb37,PrivilegedAccess.ReadWrite.AzureAD,,Delegated
Microsoft Graph,32531c59-1f32-461f-b8df-6f8a3b89f73b,PrivilegedAccess.ReadWrite.AzureADGroup,,Delegated
Microsoft Graph,a84a9652-ffd3-496e-a991-22ba5529156a,PrivilegedAccess.ReadWrite.AzureResources,,Delegated
Microsoft Graph,02a32cc4-7ab5-4b58-879a-0586e0f7c495,PrivilegedAssignmentSchedule.Read.AzureADGroup,,Delegated
Microsoft Graph,ca5fe595-68ff-4dfd-907d-4509501a0e49,PrivilegedAssignmentSchedule.Remove.AzureADGroup,,Delegated
Microsoft Graph,8f44f93d-ecef-46ae-a9bf-338508d44d6b,PrivilegedEligibilitySchedule.Read.AzureADGroup,,Delegated
Microsoft Graph,ba974594-d163-484e-ba39-c330d5897667,PrivilegedEligibilitySchedule.ReadWrite.AzureADGroup,,Delegated
Microsoft Graph,c5ea9ab4-9b41-4c09-a400-53e652fb5096,PrivilegedEligibilitySchedule.Remove.AzureADGroup,,Delegated
Microsoft Graph,14dad69e-099b-42c9-810b-d002981feec1,profile,,Delegated
Microsoft Graph,f5b24df7-511e-48bb-ae88-643f023b55e1,ProfilePhoto.ReadWrite.All,,Delegated
Microsoft Graph,2a7babba-9623-4109-bc9c-79728cf3bb4f,RiskPreventionProviders.ReadWrite.All,,Delegated
Microsoft Graph,48eb8c83-6e58-46e7-a6d3-8805822f5940,SecurityAnalyzedMessage.ReadWrite.All,,Delegated
Microsoft Graph,8c026be3-8e26-4774-9372-8d5d6f21daff,RoleAssignmentSchedule.ReadWrite.Directory,,Delegated
Microsoft Graph,fccf6dd8-5706-49fa-811f-69e2e1b585d0,Schedule.Read.All,,Delegated
Microsoft Graph,63f27281-c9d9-4f29-94dd-6942f7f1feb0,Schedule.ReadWrite.All,,Delegated
Microsoft Graph,07919803-6073-4cd8-bc55-28077db0ee10,SchedulePermissions.ReadWrite.All,,Delegated
Microsoft Graph,7d307522-aa38-4cd0-bd60-90c6f0ac50bd,SearchConfiguration.Read.All,,Delegated
Microsoft Graph,b1a7d408-cab0-47d2-a2a5-a74a3733600d,SearchConfiguration.ReadWrite.All,,Delegated
Microsoft Graph,1638cddf-07a4-4de2-8645-69c96cacad73,SecurityActions.Read.All,,Delegated
Microsoft Graph,dc38509c-b87d-4da0-bd92-6bec988bac4a,SecurityActions.ReadWrite.All,,Delegated
Microsoft Graph,bc257fb8-46b4-4b15-8713-01e91bfbe4ea,SecurityAlert.Read.All,,Delegated
Microsoft Graph,471f2a7f-2a42-4d45-a2bf-594d0838070d,SecurityAlert.ReadWrite.All,,Delegated
Microsoft Graph,53e6783e-b127-4a35-ab3a-6a52d80a9077,SecurityAnalyzedMessage.Read.All,,Delegated
Microsoft Graph,6f2d22f2-1cb6-412c-a17c-3336817eaa82,PrintJob.ReadWriteBasic,,Delegated
Microsoft Graph,64733abd-851e-478a-bffb-e47a14b18235,SecurityEvents.Read.All,,Delegated
Microsoft Graph,6aedf524-7e1c-45a7-bd76-ded8cab8d0fc,SecurityEvents.ReadWrite.All,,Delegated
Microsoft Graph,a0d0da43-a6df-4416-b63d-99c79991aae8,SecurityIdentitiesHealth.Read.All,,Delegated
Microsoft Graph,53e51eec-2d9b-4990-97f3-c9aa5d5652c3,SecurityIdentitiesHealth.ReadWrite.All,,Delegated
Microsoft Graph,1ff1be21-34eb-448c-9ac9-ce1f506b2a68,RoleManagementPolicy.ReadWrite.Directory,,Delegated
Microsoft Graph,344a729c-0285-42c6-9014-f12b9b8d6129,RoleAssignmentSchedule.Read.Directory,,Delegated
Microsoft Graph,0da165c7-3f15-4236-b733-c0b0f6abe41d,RoleManagementPolicy.ReadWrite.AzureADGroup,,Delegated
Microsoft Graph,7e26fdff-9cb1-4e56-bede-211fe0e420e8,RoleManagementPolicy.Read.AzureADGroup,,Delegated
Microsoft Graph,f71cd05c-3fdb-4568-aef2-e1cf62ee20d4,RoleAssignmentSchedule.Remove.Directory,,Delegated
Microsoft Graph,eb0788c2-6d4e-4658-8c9e-c0fb8053f03d,RoleEligibilitySchedule.Read.Directory,,Delegated
Microsoft Graph,62ade113-f8e0-4bf9-a6ba-5acb31db32fd,RoleEligibilitySchedule.ReadWrite.Directory,,Delegated
Microsoft Graph,58ac4fa2-b484-4d6e-ba97-beee2a574220,RoleEligibilitySchedule.Remove.Directory,,Delegated
Microsoft Graph,48fec646-b2ba-4019-8681-8eb31435aded,RoleManagement.Read.All,,Delegated
Microsoft Graph,9619b88a-8a25-48a7-9571-d23be0337a79,RoleManagement.Read.CloudPC,,Delegated
Microsoft Graph,dd689728-6eb8-4deb-bd38-2924a935f3de,RoleManagement.Read.Defender,,Delegated
Microsoft Graph,741c54c3-0c1e-44a1-818b-3f97ab4e8c83,RoleManagement.Read.Directory,,Delegated
Microsoft Graph,3bc15058-7858-4141-b24f-ae43b4e80b52,RoleManagement.Read.Exchange,,Delegated
Microsoft Graph,501d06f8-07b8-4f18-b5c6-c191a4af7a82,RoleManagement.ReadWrite.CloudPC,,Delegated
Microsoft Graph,d8914f8f-9f64-4bd1-b4d3-f5a701ed8457,RoleManagement.ReadWrite.Defender,,Delegated
Microsoft Graph,d01b97e9-cbc0-49fe-810a-750afd5527a3,RoleManagement.ReadWrite.Directory,,Delegated
Microsoft Graph,c1499fe0-52b1-4b22-bed2-7a244e0e879f,RoleManagement.ReadWrite.Exchange,,Delegated
Microsoft Graph,cce71173-f76d-446e-97ff-efb2d82e11b1,RoleManagementAlert.Read.Directory,,Delegated
Microsoft Graph,435644c6-a5b1-40bf-8f52-fe8e5b53e19c,RoleManagementAlert.ReadWrite.Directory,,Delegated
Microsoft Graph,3de2cdbe-0ff5-47d5-bdee-7f45b4749ead,RoleManagementPolicy.Read.Directory,,Delegated
Microsoft Graph,036b9544-e8c5-46ef-900a-0646cc42b271,PrintJob.ReadWrite.All,,Delegated
Microsoft Graph,edd3c878-b384-41fd-95ad-e7407dd775be,Policy.ReadWrite.Authorization,,Delegated
Microsoft Graph,04ce8d60-72ce-4867-85cf-6d82f36922f3,PrintJob.ReadBasic.All,,Delegated
Microsoft Graph,8804798e-5934-4e30-8ce3-ef88257cecd4,PartnerBilling.Read.All,,Delegated
Microsoft Graph,5567b981-0bf1-4796-9038-0648b46e116d,PartnerSecurity.Read.All,,Delegated
Microsoft Graph,0cd2c1f6-94a1-4075-ab8c-0b1aff2e1ad5,PartnerSecurity.ReadWrite.All,,Delegated
Microsoft Graph,d88fd3fb-53d3-4c1c-8c39-787fcac2ed7a,PendingExternalUserProfile.Read.All,,Delegated
Microsoft Graph,93a1fb28-c908-4826-904e-0c74ad352b73,PendingExternalUserProfile.ReadWrite.All,,Delegated
Microsoft Graph,ba47897c-39ec-4d83-8086-ee8256fa737d,People.Read,,Delegated
Microsoft Graph,b89f9189-71a5-4e70-b041-9887f0bc7e4a,People.Read.All,,Delegated
Microsoft Graph,ec762c5f-388b-4b16-8693-ac1efbc611bc,PeopleSettings.Read.All,,Delegated
Microsoft Graph,e67e6727-c080-415e-b521-e3f35d5248e9,PeopleSettings.ReadWrite.All,,Delegated
Microsoft Graph,cb8f45a0-5c2e-4ea1-b803-84b870a7d7ec,Place.Read.All,,Delegated
Microsoft Graph,4c06a06a-098a-4063-868e-5dfee3827264,Place.ReadWrite.All,,Delegated
Microsoft Graph,4c7f93d2-6b0b-4e05-91aa-87842f0a2142,PlaceDevice.Read.All,,Delegated
Microsoft Graph,eafd6a71-e95a-4f8a-bb6e-fb84ab7fbd9e,PlaceDevice.ReadWrite.All,,Delegated
Microsoft Graph,572fea84-0151-49b2-9301-11cb16974376,Policy.Read.All,,Delegated
Microsoft Graph,a6ff13ac-1851-4993-8ca9-a671d70de2d5,Policy.Read.AuthenticationMethod,,Delegated
Microsoft Graph,087502c2-5263-433e-abe3-8f77231a0627,OrgSettings-Todo.ReadWrite.All,,Delegated
Microsoft Graph,7ff96f41-f022-45ba-acd8-ef3f03063d6b,OrgSettings-Todo.Read.All,,Delegated
Microsoft Graph,1ff35e91-19eb-42d8-aa2d-cc9891127ae5,OrgSettings-Microsoft365Install.ReadWrite.All,,Delegated
Microsoft Graph,8cbdb9f6-9c2e-451a-814d-ec606e5d0212,OrgSettings-Microsoft365Install.Read.All,,Delegated
Microsoft Graph,30b87d18-ebb1-45db-97f8-82ccb1f0190c,OnlineMeetingTranscript.Read.All,,Delegated
Microsoft Graph,f6609722-4100-44eb-b747-e6ca0536989d,OnPremDirectorySynchronization.Read.All,,Delegated
Microsoft Graph,c2d95988-7604-4ba1-aaed-38a5f82a51c7,OnPremDirectorySynchronization.ReadWrite.All,,Delegated
Microsoft Graph,8c4d5184-71c2-4bf8-bb9d-bc3378c9ad42,OnPremisesPublishingProfiles.ReadWrite.All,,Delegated
Microsoft Graph,37f7f235-527c-4136-accd-4a02d197296e,openid,,Delegated
Microsoft Graph,4908d5b9-3fb2-4b1e-9336-1888b7937185,Organization.Read.All,,Delegated
Microsoft Graph,46ca0847-7e6b-426e-9775-ea810a948356,Organization.ReadWrite.All,,Delegated
Microsoft Graph,633e0fce-8c58-4cfb-9495-12bbd5a24f7c,Policy.Read.ConditionalAccess,,Delegated
Microsoft Graph,9082f138-6f02-4f3a-9f4d-5f3c2ce5c688,OrganizationalBranding.Read.All,,Delegated
Microsoft Graph,08432d1b-5911-483c-86df-7980af5cdee0,OrgContact.Read.All,,Delegated
Microsoft Graph,1e9b7a7e-4d64-44ff-acf5-2e9651c1519f,OrgSettings-AppsAndServices.Read.All,,Delegated
Microsoft Graph,c167b0e7-47c0-48e8-9eee-9892f58018fa,OrgSettings-AppsAndServices.ReadWrite.All,,Delegated
Microsoft Graph,9862d930-5aec-4a98-8d4f-7277a8db9bcb,OrgSettings-DynamicsVoice.Read.All,,Delegated
Microsoft Graph,4cea26fb-6967-4234-82c4-c044414743f8,OrgSettings-DynamicsVoice.ReadWrite.All,,Delegated
Microsoft Graph,210051a0-1ffc-435c-ae76-02d226d05752,OrgSettings-Forms.Read.All,,Delegated
Microsoft Graph,346c19ff-3fb2-4e81-87a0-bac9e33990c1,OrgSettings-Forms.ReadWrite.All,,Delegated
Microsoft Graph,15ce63de-b141-4c9a-a9a5-241bf27c6aaf,OrganizationalBranding.ReadWrite.All,,Delegated
Microsoft Graph,b81dd597-8abb-4b3f-a07a-820b0316ed04,PrintJob.ReadWrite,,Delegated
Microsoft Graph,3616a4b0-6746-49c4-a678-4c237599074d,Policy.Read.DeviceConfiguration,,Delegated
Microsoft Graph,414de6ea-2d92-462f-b120-6e2a809a6d01,Policy.Read.PermissionGrant,,Delegated
Microsoft Graph,9c7a330d-35b3-4aa1-963d-cb2b9f927841,Presence.Read.All,,Delegated
Microsoft Graph,8d3c54a7-cf58-4773-bf81-c0cd6ad522bb,Presence.ReadWrite,,Delegated
Microsoft Graph,d69c2d6d-4f72-4f99-a6b9-663e32f8cf68,PrintConnector.Read.All,,Delegated
Microsoft Graph,79ef9967-7d59-4213-9c64-4b10687637d8,PrintConnector.ReadWrite.All,,Delegated
Microsoft Graph,90c30bed-6fd1-4279-bf39-714069619721,Printer.Create,,Delegated
Microsoft Graph,93dae4bd-43a1-4a23-9a1a-92957e1d9121,Printer.FullControl.All,,Delegated
Microsoft Graph,3a736c8a-018e-460a-b60c-863b2683e8bf,Printer.Read.All,,Delegated
Microsoft Graph,89f66824-725f-4b8f-928e-e1c5258dc565,Printer.ReadWrite.All,,Delegated
Microsoft Graph,ed11134d-2f3f-440d-a2e1-411efada2502,PrinterShare.Read.All,,Delegated
Microsoft Graph,5fa075e9-b951-4165-947b-c63396ff0a37,PrinterShare.ReadBasic.All,,Delegated
Microsoft Graph,06ceea37-85e2-40d7-bec3-91337a46038f,PrinterShare.ReadWrite.All,,Delegated
Microsoft Graph,21f0d9c0-9f13-48b3-94e0-b6b231c7d320,PrintJob.Create,,Delegated
Microsoft Graph,248f5528-65c0-4c88-8326-876c7236df5e,PrintJob.Read,,Delegated
Microsoft Graph,afdd6933-a0d8-40f7-bd1a-b5d778e8624b,PrintJob.Read.All,,Delegated
Microsoft Graph,6a71a747-280f-4670-9ca0-a9cbf882b274,PrintJob.ReadBasic,,Delegated
Microsoft Graph,76bc735e-aecd-4a1d-8b4c-2b915deabb79,Presence.Read,,Delegated
Microsoft Graph,d7b7f2d9-0f45-4ea1-9d42-e50810c06991,POP.AccessAsUser.All,,Delegated
Microsoft Graph,cefba324-1a70-4a6e-9c1d-fd670b7ae392,Policy.ReadWrite.TrustFramework,,Delegated
Microsoft Graph,0b2a744c-2abf-4f1e-ad7e-17a087e2be99,Policy.ReadWrite.SecurityDefaults,,Delegated
Microsoft Graph,4f5bc9c8-ea54-4772-973a-9ca119cb0409,Policy.ReadWrite.AccessReview,,Delegated
Microsoft Graph,b27add92-efb2-4f16-84f5-8108ba77985c,Policy.ReadWrite.ApplicationConfiguration,,Delegated
Microsoft Graph,edb72de9-4252-4d03-a925-451deef99db7,Policy.ReadWrite.AuthenticationFlows,,Delegated
Microsoft Graph,7e823077-d88e-468f-a337-e18f1f0e6c7c,Policy.ReadWrite.AuthenticationMethod,,Delegated
Microsoft Graph,2c221239-7c5c-4b30-9355-d84663bfcd96,SecurityIdentitiesSensors.Read.All,,Delegated
Microsoft Graph,ad902697-1014-4ef5-81ef-2b4301988e8c,Policy.ReadWrite.ConditionalAccess,,Delegated
Microsoft Graph,4d135e65-66b8-41a8-9f8b-081452c91774,Policy.ReadWrite.ConsentRequest,,Delegated
Microsoft Graph,d146432f-b803-4ed4-8d42-ba74193a6ede,Policy.Read.IdentityProtection,,Delegated
Microsoft Graph,014b43d0-6ed4-4fc6-84dc-4b6f7bae7d85,Policy.ReadWrite.CrossTenantAccess,,Delegated
Microsoft Graph,40b534c3-9552-4550-901b-23879c90bcf9,Policy.ReadWrite.DeviceConfiguration,,Delegated
Microsoft Graph,b5219784-1215-45b5-b3f1-88fe1081f9c0,Policy.ReadWrite.ExternalIdentities,,Delegated
Microsoft Graph,92a38652-f13b-4875-bc77-6e1dbb63e1b2,Policy.ReadWrite.FeatureRollout,,Delegated
Microsoft Graph,be1be369-4540-4ac9-8928-79de99f70d8f,Policy.ReadWrite.FedTokenValidation,,Delegated
Microsoft Graph,7256e131-3efb-4323-9854-cf41c6021770,Policy.ReadWrite.IdentityProtection,,Delegated
Microsoft Graph,a8ead177-1889-4546-9387-f25e658e2a79,Policy.ReadWrite.MobilityManagement,,Delegated
Microsoft Graph,2672f8bb-fd5e-42e0-85e1-ec764dd2614e,Policy.ReadWrite.PermissionGrant,,Delegated
Microsoft Graph,9ef7463f-1d39-406f-89ea-3483a4645e1c,Policy.ReadWrite.CrossTenantCapability,,Delegated
Microsoft Graph,087c3ad9-c2ca-4b82-9885-d5e25ce9e183,SecurityIdentitiesSensors.ReadWrite.All,,Delegated
Microsoft Graph,9c3af74c-fd0f-4db4-b17a-71939e2a9d77,SubjectRightsRequest.Read.All,,Delegated
Microsoft Graph,bf230e97-1957-4df6-b3f6-57f9029eacdf,SecurityIdentitiesUserActions.ReadWrite.All,,Delegated
Microsoft Graph,6c37c71d-f50f-4bff-8fd3-8a41da390140,TermStore.ReadWrite.All,,Delegated
Microsoft Graph,cac97e40-6730-457d-ad8d-4852fddab7ad,ThreatAssessment.ReadWrite.All,,Delegated
Microsoft Graph,b152eca8-ea73-4a48-8c98-1a6742673d99,ThreatHunting.Read.All,,Delegated
Microsoft Graph,9cc427b4-2004-41c5-aa22-757b755e9796,ThreatIndicators.Read.All,,Delegated
Microsoft Graph,91e7d36d-022a-490f-a748-f8e011357b42,ThreatIndicators.ReadWrite.OwnedBy,,Delegated
Microsoft Graph,f266d9c0-ccb9-4fb8-a228-01ac0d8d6627,ThreatIntelligence.Read.All,,Delegated
Microsoft Graph,fd5353c6-26dd-449f-a565-c4e16b9fce78,ThreatSubmission.Read,,Delegated
Microsoft Graph,7083913a-4966-44b6-9886-c5822a5fd910,ThreatSubmission.Read.All,,Delegated
Microsoft Graph,68a3156e-46c9-443c-b85c-921397f082b5,ThreatSubmission.ReadWrite,,Delegated
Microsoft Graph,8458e264-4eb9-4922-abe9-768d58f13c7f,ThreatSubmission.ReadWrite.All,,Delegated
Microsoft Graph,059e5840-5353-4c68-b1da-666a033fc5e8,ThreatSubmissionPolicy.ReadWrite.All,,Delegated
Microsoft Graph,79c4c76f-409a-4f98-884d-e2c09291ec26,Topic.Read.All,,Delegated
Microsoft Graph,7ad34336-f5b1-44ce-8682-31d7dfcd9ab9,TrustFrameworkKeySet.Read.All,,Delegated
Microsoft Graph,39244520-1e7d-4b4a-aee0-57c65826e427,TrustFrameworkKeySet.ReadWrite.All,,Delegated
Microsoft Graph,73e75199-7c3e-41bb-9357-167164dbb415,UnifiedGroupMember.Read.AsGuest,,Delegated
Microsoft Graph,297f747b-0005-475b-8fef-c890f5152b38,TermStore.Read.All,,Delegated
Microsoft Graph,550e695c-7511-40f4-ac79-e8fb9c82552d,User-ConvertToInternal.ReadWrite.All,,Delegated
Microsoft Graph,b4d26916-07e0-4daf-9096-9f6d9174aa96,TeamworkUserInteraction.Read.All,,Delegated
Microsoft Graph,57587d0b-8399-45be-b207-8050cec54575,TeamworkTag.Read,,Delegated
Microsoft Graph,ee928332-e9c2-4747-b4a0-f8c164b68de6,TeamsTab.ReadWriteForChat,,Delegated
Microsoft Graph,c975dd04-a06e-4fbb-9704-62daad77bb49,TeamsTab.ReadWriteForTeam,,Delegated
Microsoft Graph,c37c9b61-7762-4bff-a156-afc0005847a0,TeamsTab.ReadWriteForUser,,Delegated
Microsoft Graph,0c219d04-3abf-47f7-912d-5cca239e90e6,TeamsTab.ReadWriteSelfForChat,,Delegated
Microsoft Graph,f266662f-120a-4314-b26a-99b08617c7ef,TeamsTab.ReadWriteSelfForTeam,,Delegated
Microsoft Graph,395dfec1-a0b9-465f-a783-8250a430cb8c,TeamsTab.ReadWriteSelfForUser,,Delegated
Microsoft Graph,1bc6eab1-058d-4557-b011-d4c41cec88b7,TeamsTelephoneNumber.Read.All,,Delegated
Microsoft Graph,424b07a8-1209-4d17-9fe4-9018a93a1024,TeamsTelephoneNumber.ReadWrite.All,,Delegated
Microsoft Graph,5c469ce4-dab5-4afd-b9de-14f1ba4004a7,TeamsUserConfiguration.Read.All,,Delegated
Microsoft Graph,cd87405c-5792-4f15-92f7-debc0db6d1d6,TeamTemplates.Read,,Delegated
Microsoft Graph,594f4bb6-c083-4cf9-8aa8-213823bdf351,Teamwork.Read.All,,Delegated
Microsoft Graph,44e060c4-bbdc-4256-a0b9-dcc0396db368,TeamworkAppSettings.Read.All,,Delegated
Microsoft Graph,87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e,TeamworkAppSettings.ReadWrite.All,,Delegated
Microsoft Graph,b659488b-9d28-4208-b2be-1c6652b3c970,TeamworkDevice.Read.All,,Delegated
Microsoft Graph,ddd97ecb-5c31-43db-a235-0ee20e635c40,TeamworkDevice.ReadWrite.All,,Delegated
Microsoft Graph,539dabd7-b5b6-4117-b164-d60cd15a8671,TeamworkTag.ReadWrite,,Delegated
Microsoft Graph,ed8d2a04-0374-41f1-aefe-da8ac87ccc87,User-LifeCycleInfo.Read.All,,Delegated
Microsoft Graph,7ee7473e-bd4b-4c9f-987c-bd58481f5fa2,User-LifeCycleInfo.ReadWrite.All,,Delegated
Microsoft Graph,6166886a-9576-433b-8544-658177bdef1d,User-Mail.ReadWrite.All,,Delegated
Microsoft Graph,61e8a09a-087f-4e36-8c8c-1c77c5228017,UserCloudClipboard.Read,,Delegated
Microsoft Graph,26e2f3e8-b2a1-47fc-9620-89bb5b042024,UserNotification.ReadWrite.CreatedByApp,,Delegated
Microsoft Graph,834bcc1c-762f-41b0-bb91-1cdc323ee4bf,UserTeamwork.Read,,Delegated
Microsoft Graph,367492fc-594d-4972-a9b5-0d58c622c91c,UserTimelineActivity.Write.CreatedByApp,,Delegated
Microsoft Graph,77e07bab-1b34-40a5-bb6c-4b197b3f6027,UserWindowsSettings.Read.All,,Delegated
Microsoft Graph,dcb1026d-b7e1-4d31-9f61-6724d5140bf9,UserWindowsSettings.ReadWrite.All,,Delegated
Microsoft Graph,27470298-d3b8-4b9c-aad4-6334312a3eac,VirtualAppointment.Read,,Delegated
Microsoft Graph,2ccc2926-a528-4b17-b8bb-860eed29d64c,VirtualAppointment.ReadWrite,,Delegated
Microsoft Graph,20d02fff-a0ef-49e7-a46e-019d4a6523b7,VirtualAppointmentNotification.Send,,Delegated
Microsoft Graph,6b616635-ae58-433a-a918-8c45e4f304dc,VirtualEvent.Read,,Delegated
Microsoft Graph,d38d189c-e29b-4344-8b3b-829bfa81380b,VirtualEvent.ReadWrite,,Delegated
Microsoft Graph,11776c0c-6138-4db3-a668-ee621bea2555,WindowsUpdates.ReadWrite.All,,Delegated
Microsoft Graph,f1ccd5a7-6383-466a-8db8-1a656f7d06fa,WorkforceIntegration.Read.All,,Delegated
Microsoft Graph,08c4b377-0d23-4a8b-be2a-23c1c1d88545,WorkforceIntegration.ReadWrite.All,,Delegated
Microsoft Graph,a65f2972-a4f8-4f5e-afd7-69ccb046d5dc,OnlineMeetings.ReadWrite,,Delegated
Microsoft Graph,64930478-d0ea-4671-ad72-fe0d9821df09,UserAuthMethod-Passkey.ReadWrite.All,,Delegated
Microsoft Graph,14195339-1fe4-48a7-a0d3-a39eb9fd8958,UserAuthMethod-Passkey.Read.All,,Delegated
Microsoft Graph,b7887744-6746-4312-813d-72daeaee7e2d,UserAuthenticationMethod.ReadWrite.All,,Delegated
Microsoft Graph,48971fc1-70d7-4245-af77-0beb29b53ee2,UserAuthenticationMethod.ReadWrite,,Delegated
Microsoft Graph,56760768-b641-451f-8906-e1b8ab31bca7,User-PasswordProfile.ReadWrite.All,,Delegated
Microsoft Graph,e29d5979-5b06-4a7f-ae24-6a9348d2e1ff,User-Phone.ReadWrite.All,,Delegated
Microsoft Graph,4bb440cd-2cf2-4f90-8004-aa2acd2537c5,User.DeleteRestore.All,,Delegated
Microsoft Graph,f92e74e7-2563-467f-9dd0-902688cb5863,User.EnableDisableAccount.All,,Delegated
Microsoft Graph,405a51b5-8d8d-430b-9842-8be4b0e9f324,User.Export.All,,Delegated
Microsoft Graph,63dd7cd9-b489-4adf-a28c-ac38b9a0f962,User.Invite.All,,Delegated
Microsoft Graph,637d7bec-b31e-4deb-acc9-24275642a2c9,User.ManageIdentities.All,,Delegated
Microsoft Graph,b98bfd41-87c6-45cc-b104-e2de4f0dafb9,TeamsTab.ReadWrite.All,,Delegated
Microsoft Graph,e1fe6dd8-ba31-4d61-89e7-88639da4683d,User.Read,,Delegated
Microsoft Graph,b340eb25-3456-403f-be2f-af7a0d370277,User.ReadBasic.All,,Delegated
Microsoft Graph,b4e74841-8e56-480b-be8b-910348b18b4c,User.ReadWrite,,Delegated
Microsoft Graph,204e0828-b5ca-4ad8-b9f3-f32a958e7cc4,User.ReadWrite.All,,Delegated
Microsoft Graph,fc30e98b-8810-4501-81f5-c20a3196387b,User.RevokeSessions.All,,Delegated
Microsoft Graph,47607519-5fb1-47d9-99c7-da4b48f369b1,UserActivity.ReadWrite.CreatedByApp,,Delegated
Microsoft Graph,1f6b61c5-2f65-4135-9c9f-31c0f8d32b52,UserAuthenticationMethod.Read,,Delegated
Microsoft Graph,aec28ec7-4d02-4e8c-b864-50163aea77eb,UserAuthenticationMethod.Read.All,,Delegated
Microsoft Graph,a154be20-db9c-4678-8ab7-66f6cc099a59,User.Read.All,,Delegated
Microsoft Graph,c7d0a939-da1c-4aca-80fa-d0a6cd924801,SecurityIdentitiesUserActions.Read.All,,Delegated
Microsoft Graph,59dacb05-e88d-4c13-a684-59f1afc8cc98,TeamsTab.Read.All,,Delegated
Microsoft Graph,ea2cbd09-253c-4f69-a0e6-07383c5f07cc,TeamsResourceAccount.Read.All,,Delegated
Microsoft Graph,458e1edc-1e75-438c-8c7b-c32115c9d373,SignInIdentifier.Read.All,,Delegated
Microsoft Graph,b4673c3c-7b5a-4012-9826-7c7e3c8db6af,SignInIdentifier.ReadWrite.All,,Delegated
Microsoft Graph,5a54b8b3-347c-476d-8f8e-42d5c7424d29,Sites.FullControl.All,,Delegated
Microsoft Graph,65e50fdc-43b7-4915-933e-e8138f11f40a,Sites.Manage.All,,Delegated
Microsoft Graph,205e70e5-aba6-4c52-a976-6d2d46c48043,Sites.Read.All,,Delegated
Microsoft Graph,89fe6a52-be36-487e-b7d8-d061c450a026,Sites.ReadWrite.All,,Delegated
Microsoft Graph,f89c84ef-20d0-4b54-87e9-02e856d66d53,Sites.Selected,,Delegated
Microsoft Graph,258f6531-6087-4cc4-bb90-092c5fb3ed3f,SMTP.Send,,Delegated
Microsoft Graph,9b4aa4b1-aaf3-41b7-b743-698b27e77ff6,SpiffeTrustDomain.Read.All,,Delegated
Microsoft Graph,8ba47079-8c47-4bfe-b2ce-13f28ef37247,SpiffeTrustDomain.ReadWrite.All,,Delegated
Microsoft Graph,fd1d61cb-4e4b-4d15-a6d2-161348681d84,Storyline.ReadWrite.All,,Delegated
Microsoft Graph,2b8fcc74-bce1-4ae3-a0e8-60c53739299d,SubjectRightsRequest.ReadWrite.All,,Delegated
Microsoft Graph,5f88184c-80bb-4d52-9ff2-757288b2e9b7,Subscription.Read.All,,Delegated
Microsoft Graph,7aa02aeb-824f-4fbe-a3f7-611f751f5b55,Synchronization.Read.All,,Delegated
Microsoft Graph,7bb27fa3-ea8f-4d67-a916-87715b6188bd,Synchronization.ReadWrite.All,,Delegated
