Resource,Id,Value,DisplayName,PermissionType
Microsoft Graph,328438b7-4c01-4c07-a840-e625a749bb89,ShortNotes.ReadWrite,,Delegated
Microsoft Graph,1a2e7420-4e92-4d2b-94cb-fb2952e9ddf7,SynchronizationData-User.Upload,,Delegated
Microsoft Graph,50f66e47-eb56-45b7-aaa2-75057d9afe08,ShortNotes.Read,,Delegated
Microsoft Graph,2ef70e10-5bfd-4ede-a5f6-67720500b258,SharePointTenantSettings.Read.All,,Delegated
Microsoft Graph,b9abcc4f-94fc-4457-9141-d20ce80ec952,SecurityIncident.Read.All,,Delegated
Microsoft Graph,128ca929-1a19-45e6-a3b8-435ec44a36ba,SecurityIncident.ReadWrite.All,,Delegated
Microsoft Graph,a4633e44-d355-4474-99df-8c2de6b0e39e,SensitivityLabel.Evaluate,,Delegated
Microsoft Graph,a42e3c42-b31e-4919-b699-696dca5dc9e7,SensitivityLabel.Evaluate.All,,Delegated
Microsoft Graph,1aeb73ce-68d7-49b7-913a-eedc80844551,SensitivityLabel.Read,,Delegated
Microsoft Graph,8b377c27-ea19-4863-a948-8a8588c8f2c3,SensitivityLabels.Read.All,,Delegated
Microsoft Graph,1fe7aa48-9373-4a47-8df3-168335e0f4c9,ServiceActivity-Exchange.Read.All,,Delegated
Microsoft Graph,d74c75b1-d5a9-479d-902d-92f8f99182c1,ServiceActivity-Microsoft365Web.Read.All,,Delegated
Microsoft Graph,347e3c16-30f3-4ac7-9b52-fc3c053de9c9,ServiceActivity-OneDrive.Read.All,,Delegated
Microsoft Graph,404d76f0-e10e-460a-92be-ef19600c54d1,ServiceActivity-Teams.Read.All,,Delegated
Microsoft Graph,55896846-df78-47a7-aa94-8d3d4442ca7f,ServiceHealth.Read.All,,Delegated
Microsoft Graph,eda39fa6-f8cf-4c3c-a909-432c683e4c9b,ServiceMessage.Read.All,,Delegated
Microsoft Graph,636e1b0b-1cc2-4b1c-9aa9-4eeed9b9761b,ServiceMessageViewpoint.Write,,Delegated
Microsoft Graph,9f9ce928-e038-4e3b-8faf-7b59049a8ddc,ServicePrincipalEndpoint.Read.All,,Delegated
Microsoft Graph,7297d82c-9546-4aed-91df-3d4f0a9b3ff0,ServicePrincipalEndpoint.ReadWrite.All,,Delegated
Microsoft Graph,aa07f155-3612-49b8-a147-6c590df35536,SharePointTenantSettings.ReadWrite.All,,Delegated
Microsoft Graph,f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb,Tasks.Read,,Delegated
Microsoft Graph,88d21fd4-8e5a-4c32-b5e2-4a1c95f34f72,Tasks.Read.Shared,,Delegated
Microsoft Graph,2219042f-cab5-40cc-b0d2-16b1540b4c5f,Tasks.ReadWrite,,Delegated
Microsoft Graph,a0e0e18b-8fb2-458f-8130-da2d7cab9c75,TeamsAppInstallation.ReadWriteAndConsentSelfForChat,,Delegated
Microsoft Graph,4a6bbf29-a0e1-4a4d-a7d1-cef17f772975,TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,,Delegated
Microsoft Graph,7a349935-c54d-44ab-ab66-1b460d315be7,TeamsAppInstallation.ReadWriteAndConsentSelfForUser,,Delegated
Microsoft Graph,aa85bf13-d771-4d5d-a9e6-bca04ce44edf,TeamsAppInstallation.ReadWriteForChat,,Delegated
Microsoft Graph,2e25a044-2580-450d-8859-42eeb6e996c0,TeamsAppInstallation.ReadWriteForTeam,,Delegated
Microsoft Graph,093f8818-d05f-49b8-95bc-9d2a73e9a43c,TeamsAppInstallation.ReadWriteForUser,,Delegated
Microsoft Graph,690aa3b6-4b71-41c2-a990-77a8c4768d2b,TeamsAppInstallation.ReadWriteSelectedForChat,,Delegated
Microsoft Graph,9131c833-9a49-4c54-b38f-615ecfc4fc69,TeamsAppInstallation.ReadWriteSelectedForTeam,,Delegated
Microsoft Graph,ea819e27-c92a-4118-b83b-4540b125d744,TeamsAppInstallation.ReadWriteSelectedForUser,,Delegated
Microsoft Graph,0ce33576-30e8-43b7-99e5-62f8569a4002,TeamsAppInstallation.ReadWriteSelfForChat,,Delegated
Microsoft Graph,0f4595f7-64b1-4e13-81bc-11a249df07a9,TeamsAppInstallation.ReadWriteSelfForTeam,,Delegated
Microsoft Graph,207e0cb1-3ce7-4922-b991-5a760c346ebc,TeamsAppInstallation.ReadWriteSelfForUser,,Delegated
Microsoft Graph,48638b3c-ad68-4383-8ac4-e6880ee6ca57,TeamSettings.Read.All,,Delegated
Microsoft Graph,39d65650-9d3e-4223-80db-a335590d027e,TeamSettings.ReadWrite.All,,Delegated
Microsoft Graph,6997c35c-a586-440c-8a0b-4ffe5d118dc0,TeamsPolicyUserAssign.ReadWrite.All,,Delegated
Microsoft Graph,2da62c49-dfbd-40df-ba16-fef3529d391c,TeamsAppInstallation.ReadWriteAndConsentForUser,,Delegated
Microsoft Graph,946349d5-2a9d-4535-abc0-7beeacaedd1d,TeamsAppInstallation.ReadWriteAndConsentForTeam,,Delegated
Microsoft Graph,e1408a66-8f82-451b-a2f3-3c3e38f7413f,TeamsAppInstallation.ReadWriteAndConsentForChat,,Delegated
Microsoft Graph,fe2e4e1d-101f-4fb2-9cb1-9d6659db45d4,TeamsAppInstallation.ReadSelectedForUser,,Delegated
Microsoft Graph,c5ddf11b-c114-4886-8558-8a4e557cd52b,Tasks.ReadWrite.Shared,,Delegated
Microsoft Graph,7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0,Team.Create,,Delegated
Microsoft Graph,485be79e-c497-4b35-9400-0e3fa7f2a5d4,Team.ReadBasic.All,,Delegated
Microsoft Graph,2497278c-d82d-46a2-b1ce-39d4cdde5570,TeamMember.Read.All,,Delegated
Microsoft Graph,4a06efd2-f825-4e34-813e-82a57b03d1ee,TeamMember.ReadWrite.All,,Delegated
Microsoft Graph,2104a4db-3a2f-4ea0-9dba-143d457dc666,TeamMember.ReadWriteNonOwnerRole.All,,Delegated
Microsoft Graph,0e755559-83fb-4b44-91d0-4cc721b9323e,TeamsActivity.Read,,Delegated
Microsoft Graph,a9ff19c2-f369-4a95-9a25-ba9d460efc8e,TeamsTab.Create,,Delegated
Microsoft Graph,7ab1d787-bae7-4d5d-8db6-37ea32df9186,TeamsActivity.Send,,Delegated
Microsoft Graph,c67b2d7e-6b80-4218-938a-05e73058e42d,TeamsAppInstallation.ManageSelectedForTeam,,Delegated
Microsoft Graph,830c2bd9-c335-4caf-bf83-c07fa8a23ef1,TeamsAppInstallation.ManageSelectedForUser,,Delegated
Microsoft Graph,bf3fbf03-f35f-4e93-963e-47e4d874c37a,TeamsAppInstallation.ReadForChat,,Delegated
Microsoft Graph,5248dcb1-f83b-4ec3-9f4d-a4428a961a72,TeamsAppInstallation.ReadForTeam,,Delegated
Microsoft Graph,c395395c-ff9a-4dba-bc1f-8372ba9dca84,TeamsAppInstallation.ReadForUser,,Delegated
Microsoft Graph,0f3420c2-c6ec-46de-ab72-fd51267087d5,TeamsAppInstallation.ReadSelectedForChat,,Delegated
Microsoft Graph,b55df1c0-db20-435b-aef2-afe6ed487e16,TeamsAppInstallation.ReadSelectedForTeam,,Delegated
Microsoft Graph,d1ba22c6-3f02-4c91-addb-bc3399bcca88,TeamsAppInstallation.ManageSelectedForChat,,Delegated
Microsoft Graph,9be106e1-f4e3-4df5-bdff-e4bc531cbe43,OnlineMeetings.Read,,Delegated
Microsoft Graph,34d3bd24-f6a6-468c-b67c-0c365c1d6410,DirectoryRecommendations.Read.All,,Delegated
Microsoft Graph,110e5abb-a10c-4b59-8b55-9b4daa4ef743,OnlineMeetingArtifact.Read.All,,Delegated
Microsoft Graph,54505ce9-e719-41f7-a7cc-dbe114e1d811,ConfigurationMonitoring.ReadWrite.All,,Delegated
Microsoft Graph,f2143d35-9b4b-480d-951c-d083e69eeb2c,ConsentRequest.Create,,Delegated
Microsoft Graph,5942b2f6-5a7b-40af-aa37-4b6ea5447506,ConsentRequest.Read,,Delegated
Microsoft Graph,f3bfad56-966e-4590-a536-82ecf548ac1e,ConsentRequest.Read.All,,Delegated
Microsoft Graph,e694a3a1-7878-46d8-8c29-3d195f6589f4,ConsentRequest.ReadApprove.All,,Delegated
Microsoft Graph,497d9dfa-3bd1-481a-baab-90895e54568c,ConsentRequest.ReadWrite.All,,Delegated
Microsoft Graph,ff74d97f-43af-4b68-9f2a-b77ee6968c5d,Contacts.Read,,Delegated
Microsoft Graph,242b9d9e-ed24-4d09-9a52-f43769beb9d4,Contacts.Read.Shared,,Delegated
Microsoft Graph,d56682ec-c09e-4743-aaf4-1a3aac4caa21,Contacts.ReadWrite,,Delegated
Microsoft Graph,afb6c84b-06be-49af-80bb-8f3f77004eab,Contacts.ReadWrite.Shared,,Delegated
Microsoft Graph,7e2467d1-f874-46bb-828e-24cb06b29d3f,Content.Process.All,,Delegated
Microsoft Graph,1d787a13-f750-4ad6-875a-fcbd2725596b,Content.Process.User,,Delegated
Microsoft Graph,62c55b2f-a2b1-4312-8385-be57afd901b4,ContentActivity.Read,,Delegated
Microsoft Graph,948caae6-152a-48cd-a746-4844af30e8e9,ContentActivity.Write,,Delegated
Microsoft Graph,aeb2982d-632d-4155-b533-18756ab6fdd8,CopilotSettings-LimitedMode.Read,,Delegated
Microsoft Graph,c645bb69-adc4-4242-b620-02e635f03bf6,ConfigurationMonitoring.Read.All,,Delegated
Microsoft Graph,9e69467d-e0e2-402b-a926-3d796990197f,Community.ReadWrite.All,,Delegated
Microsoft Graph,12ae2e92-14b5-47b2-babb-4e890bbedc0a,Community.Read.All,,Delegated
Microsoft Graph,9d77138f-f0e2-47ba-ab33-cd246c8b79d1,CloudPC.ReadWrite.All,,Delegated
Microsoft Graph,5922d31f-46c8-4404-9eaf-2117e390a8a4,ChannelMessage.ReadWrite,,Delegated
Microsoft Graph,ebf0f66e-9fb1-49e4-a278-222f76911cf4,ChannelMessage.Send,,Delegated
Microsoft Graph,233e0cf1-dd62-48bc-b65b-b38fe87fcf8e,ChannelSettings.Read.All,,Delegated
Microsoft Graph,d649fb7c-72b4-4eec-b2b4-b15acf79e378,ChannelSettings.ReadWrite.All,,Delegated
Microsoft Graph,38826093-1258-4dea-98f0-00003be2b8d0,Chat.Create,,Delegated
Microsoft Graph,bb64e6fc-6b6d-4752-aea0-dd922dbba588,Chat.ManageDeletion.All,,Delegated
Microsoft Graph,f501c180-9344-439a-bca0-6cbf209fd270,Chat.Read,,Delegated
Microsoft Graph,4704e5b2-0ada-4aa0-b18c-00ad7525bc06,CopilotSettings-LimitedMode.ReadWrite,,Delegated
Microsoft Graph,9547fcb5-d03f-419d-9948-5928bbf71b0f,Chat.ReadBasic,,Delegated
Microsoft Graph,7e9a077b-3711-42b9-b7cb-5fa5f3f7fea7,Chat.ReadWrite.All,,Delegated
Microsoft Graph,c5a9e2b1-faf6-41d4-8875-d381aa549b24,ChatMember.Read,,Delegated
Microsoft Graph,dea13482-7ea6-488f-8b98-eb5bbecf033d,ChatMember.ReadWrite,,Delegated
Microsoft Graph,cdcdac3a-fd45-410d-83ef-554db620e5c7,ChatMessage.Read,,Delegated
Microsoft Graph,116b7235-7cc6-461e-b163-8e55691d839e,ChatMessage.Send,,Delegated
Microsoft Graph,ad46d60e-1027-4b75-af88-7c14ccf43a19,CloudApp-Discovery.Read.All,,Delegated
Microsoft Graph,5252ec4e-fd40-4d92-8c68-89dd1d3c6110,CloudPC.Read.All,,Delegated
Microsoft Graph,9ff7295e-131b-4d94-90e1-69fde507ac11,Chat.ReadWrite,,Delegated
Microsoft Graph,81594d25-e88e-49cf-ac8c-fecbff49f994,CrossTenantInformation.ReadBasic.All,,Delegated
Microsoft Graph,cb1ba48f-d22b-4325-a07f-74135a62ee41,CrossTenantUserProfileSharing.Read,,Delegated
Microsoft Graph,759dcd16-3c90-463c-937e-abf89f991c18,CrossTenantUserProfileSharing.Read.All,,Delegated
Microsoft Graph,edc92e89-a987-48a9-911a-a7b1967dd7b1,Device.CreateFromOwnedTemplate,,Delegated
Microsoft Graph,11d4cd79-5ba5-460f-803f-e22c8ab85ccd,Device.Read,,Delegated
Microsoft Graph,951183d1-1a61-466f-a6d1-1fde911bfd95,Device.Read.All,,Delegated
Microsoft Graph,280b3b69-0437-44b1-bc20-3b2fca1ee3e9,DeviceLocalCredential.Read.All,,Delegated
Microsoft Graph,9917900e-410b-4d15-846e-42a357488545,DeviceLocalCredential.ReadBasic.All,,Delegated
Microsoft Graph,4edf5f54-4666-44af-9de9-0144fb4b6e8c,DeviceManagementApps.Read.All,,Delegated
Microsoft Graph,7b3f05d5-f68c-4b8d-8c59-a2ecd12f24af,DeviceManagementApps.ReadWrite.All,,Delegated
Microsoft Graph,bac3b9c2-b516-4ef4-bd3b-c2ef73d8d804,Device.Command,,Delegated
Microsoft Graph,ac5c8443-d999-471f-9247-ce92cf5c5560,DeviceManagementCloudCA.Read.All,,Delegated
Microsoft Graph,f1493658-876a-4c87-8fa7-edb559b3476a,DeviceManagementConfiguration.Read.All,,Delegated
Microsoft Graph,0883f392-0a7a-443d-8c76-16a6d39c7b63,DeviceManagementConfiguration.ReadWrite.All,,Delegated
Microsoft Graph,3404d2bf-2b13-457e-a330-c24615765193,DeviceManagementManagedDevices.PrivilegedOperations.All,,Delegated
Microsoft Graph,314874da-47d6-4978-88dc-cf0d37f0bb82,DeviceManagementManagedDevices.Read.All,,Delegated
Microsoft Graph,44642bfe-8385-4adc-8fc6-fe3cb2c375c3,DeviceManagementManagedDevices.ReadWrite.All,,Delegated
Microsoft Graph,49f0cc30-024c-4dfd-ab3e-82e137ee5431,DeviceManagementRBAC.Read.All,,Delegated
Microsoft Graph,0c5e8a55-87a6-4556-93ab-adc52c4d862d,DeviceManagementRBAC.ReadWrite.All,,Delegated
Microsoft Graph,93028c58-65aa-48db-a706-1fe4ada325ec,DeviceManagementCloudCA.ReadWrite.All,,Delegated
Microsoft Graph,767156cb-16ae-4d10-8f8b-41b657c8c8c8,ChannelMessage.Read.All,,Delegated
Microsoft Graph,41ce6ca6-6826-4807-84f1-1c82854f7ee5,DelegatedPermissionGrant.ReadWrite.All,,Delegated
Microsoft Graph,885f682f-a990-4bad-a642-36736a74b0c7,DelegatedAdminRelationship.ReadWrite.All,,Delegated
Microsoft Graph,eed0129d-dc60-4f30-8641-daf337a39ffd,CrossTenantUserProfileSharing.ReadWrite,,Delegated
Microsoft Graph,64dfa325-cbf8-48e3-938d-51224a0cac01,CrossTenantUserProfileSharing.ReadWrite.All,,Delegated
Microsoft Graph,b2052569-c98c-4f36-a5fb-43e5c111e6d0,CustomAuthenticationExtension.Read.All,,Delegated
Microsoft Graph,8dfcf82f-15d0-43b3-bc78-a958a13a5792,CustomAuthenticationExtension.ReadWrite.All,,Delegated
Microsoft Graph,b13ff42e-f321-4d7d-a462-141c46a1b832,CustomDetection.Read.All,,Delegated
Microsoft Graph,c34088fb-0649-4714-af0b-bcbfec155897,CustomDetection.ReadWrite.All,,Delegated
Microsoft Graph,b46ffa80-fe3d-4822-9a1a-c200932d54d0,CustomSecAttributeAssignment.Read.All,,Delegated
Microsoft Graph,a197cdc4-a8e8-4d49-9d35-4ca7c83887b4,DelegatedPermissionGrant.Read.All,,Delegated
Microsoft Graph,ca46335e-8453-47cd-a001-8459884efeae,CustomSecAttributeAssignment.ReadWrite.All,,Delegated
Microsoft Graph,ce026878-a0ff-4745-a728-d4fedd086c07,CustomSecAttributeDefinition.Read.All,,Delegated
Microsoft Graph,8b0160d4-5743-482b-bb27-efc0a485ca4a,CustomSecAttributeDefinition.ReadWrite.All,,Delegated
Microsoft Graph,9ddd870d-077c-49e7-b3e3-6b3012a8a880,CustomSecAttributeProvisioning.Read.All,,Delegated
Microsoft Graph,1140d9e4-6776-433e-a9e4-b9831adbb2e0,CustomSecAttributeProvisioning.ReadWrite.All,,Delegated
Microsoft Graph,de6ea87d-10bd-467c-8682-d525a0c61b89,CustomTags.Read.All,,Delegated
Microsoft Graph,2f1bbe0a-f34b-4efb-9edb-8db8dcb50eca,CustomTags.ReadWrite.All,,Delegated
Microsoft Graph,0c0064ea-477b-4130-82a5-4c2cc4ff68aa,DelegatedAdminRelationship.Read.All,,Delegated
Microsoft Graph,1fcdeaab-b519-44dd-bffc-ed1fd15a24e0,CustomSecAttributeAuditLogs.Read.All,,Delegated
Microsoft Graph,2b61aa8a-6d36-4b2f-ac7b-f29867937c53,ChannelMessage.Edit,,Delegated
Microsoft Graph,0c3e411a-ce45-4cd1-8f30-f99a3efa7b11,ChannelMember.ReadWrite.All,,Delegated
Microsoft Graph,2eadaff8-0bce-4198-a6b9-2cfc35a30075,ChannelMember.Read.All,,Delegated
Microsoft Graph,c79f8feb-a9db-4090-85f9-90d820caa0eb,Application.Read.All,,Delegated
Microsoft Graph,bdfbf15f-ee85-4955-8675-146e8e5296b5,Application.ReadWrite.All,,Delegated
Microsoft Graph,84bccea3-f856-4a8a-967b-dbe0a3d53a64,AppRoleAssignment.ReadWrite.All,,Delegated
Microsoft Graph,b0df437d-d341-4df0-aa3e-89ca81a1207f,ApprovalSolution.Read,,Delegated
Microsoft Graph,190c2bb6-1fdd-4fec-9aa2-7d571b5e1fe3,OnlineMeetingRecording.Read.All,,Delegated
Microsoft Graph,89d944f2-2011-44ad-830c-aa9bf5ef2319,ApprovalSolutionResponse.ReadWrite,,Delegated
Microsoft Graph,104a7a4b-ca76-4677-b7e7-2f4bc482f381,AttackSimulation.Read.All,,Delegated
Microsoft Graph,ffa91d43-2ad8-45cc-b592-09caddeb24bb,Application-RemoteDesktopConfig.ReadWrite.All,,Delegated
Microsoft Graph,27608d7c-2c66-4cad-a657-951d575f5a60,AttackSimulation.ReadWrite.All,,Delegated
Microsoft Graph,a78fd341-0672-4792-a8ae-a5925b2546eb,AuditActivity.Write,,Delegated
Microsoft Graph,e4c9e354-4dc5-45b8-9e7c-e1393b0b1a20,AuditLog.Read.All,,Delegated
Microsoft Graph,ba78b16f-1e01-41b6-89ca-73e0a32b304c,AuditLogsQuery-CRM.Read.All,,Delegated
Microsoft Graph,ee3409fe-617f-43cf-bd1e-fc8b38049e69,AuditLogsQuery-Endpoint.Read.All,,Delegated
Microsoft Graph,5ff2f415-e0f1-4d11-bfd0-6d87c0f667fd,AuditLogsQuery-Entra.Read.All,,Delegated
Microsoft Graph,6c8c71d2-c7e1-45b0-ac6d-1d2724fba6ae,AuditLogsQuery-Exchange.Read.All,,Delegated
Microsoft Graph,4a72c235-a50d-4870-b598-fd88fd1fa074,AuditLogsQuery-OneDrive.Read.All,,Delegated
Microsoft Graph,16786f81-40d2-4116-bb26-d1a753bf0b20,AuditActivity.Read,,Delegated
Microsoft Graph,30630b65-ed12-4a81-9130-e3a964109fae,AuditLogsQuery-SharePoint.Read.All,,Delegated
Microsoft Graph,4bae2ed4-473e-4841-a493-9829cfd51d48,AppCertTrustConfiguration.ReadWrite.All,,Delegated
Microsoft Graph,3db89e36-7fa6-4012-b281-85f3d9d9fd2e,AppCatalog.Submit,,Delegated
Microsoft Graph,ebfcd32b-babb-40f4-a14b-42706e83bd28,AccessReview.Read.All,,Delegated
Microsoft Graph,e4aa47b9-9a69-4109-82ed-36ec70d85ff1,AccessReview.ReadWrite.All,,Delegated
Microsoft Graph,5af8c3f5-baca-439a-97b0-ea58a435e269,AccessReview.ReadWrite.Membership,,Delegated
Microsoft Graph,9084c10f-a2d6-4713-8732-348def50fe02,Acronym.Read.All,,Delegated
Microsoft Graph,3361d15d-be43-4de6-b441-3c746d05163d,AdministrativeUnit.Read.All,,Delegated
Microsoft Graph,7b8a2d34-6b3f-4542-a343-54651608ad81,AdministrativeUnit.ReadWrite.All,,Delegated
Microsoft Graph,af2819c9-df71-4dd3-ade7-4d7c9dc653b7,Agreement.Read.All,,Delegated
Microsoft Graph,af281d3a-030d-4122-886e-146fb30a0413,AppCertTrustConfiguration.Read.All,,Delegated
Microsoft Graph,ef4b5d93-3104-4664-9053-a5c49ab44218,Agreement.ReadWrite.All,,Delegated
Microsoft Graph,a66a5341-e66e-4897-9d52-c2df58c2bfb9,AgreementAcceptance.Read.All,,Delegated
Microsoft Graph,859cceb9-2ec2-4e48-bcd7-b8490b5248a5,AiEnterpriseInteraction.Read,,Delegated
Microsoft Graph,e03cf23f-8056-446a-8994-7d93dfc8b50e,Analytics.Read,,Delegated
Microsoft Graph,1b6ff35f-31df-4332-8571-d31ea5a4893f,APIConnectors.Read.All,,Delegated
Microsoft Graph,c67b52c5-7c69-48b6-9d48-7b3af3ded914,APIConnectors.ReadWrite.All,,Delegated
Microsoft Graph,88e58d74-d3df-44f3-ad47-e89edf4472e4,AppCatalog.Read.All,,Delegated
Microsoft Graph,1ca167d5-1655-44a1-8adf-1414072e1ef9,AppCatalog.ReadWrite.All,,Delegated
Microsoft Graph,0b7643bb-5336-476f-80b5-18fbfbc91806,AgreementAcceptance.Read,,Delegated
Microsoft Graph,d32381d8-ee89-4220-9c83-b672aa68d404,DeviceManagementScripts.Read.All,,Delegated
Microsoft Graph,1d9e7ac3-0eca-442c-82f9-e92625af6e6d,AuditLogsQuery.Read.All,,Delegated
Microsoft Graph,ba6d575a-1344-4516-b777-1404f5593057,AuthenticationContext.ReadWrite.All,,Delegated
Microsoft Graph,755e785b-b658-446f-bb22-5a46abd029ea,BusinessScenarioConfig.ReadWrite.All,,Delegated
Microsoft Graph,b3b7fcff-b4d4-4230-bf6f-90bd91285395,BusinessScenarioConfig.ReadWrite.OwnedBy,,Delegated
Microsoft Graph,25b265c4-5d34-4e44-952d-b567f6d3b96d,BusinessScenarioData.Read.OwnedBy,,Delegated
Microsoft Graph,19932d57-2952-4c60-8634-3655c79fc527,BusinessScenarioData.ReadWrite.OwnedBy,,Delegated
Microsoft Graph,465a38f9-76ea-45b9-9f34-9e8b0d4b0b42,Calendars.Read,,Delegated
Microsoft Graph,2b9c4092-424d-4249-948d-b43879977640,Calendars.Read.Shared,,Delegated
Microsoft Graph,662d75ba-a364-42ad-adee-f5f880ea4878,Calendars.ReadBasic,,Delegated
Microsoft Graph,c47e7b6e-d6f1-4be9-9ffd-1e00f3e32892,BusinessScenarioConfig.Read.OwnedBy,,Delegated
Microsoft Graph,1ec239c2-d7c9-4623-a91a-a9775856bb36,Calendars.ReadWrite,,Delegated
Microsoft Graph,305b375b-00fe-48bf-81bc-e8d78954c1b6,CallDelegation.Read,,Delegated
Microsoft Graph,599abf67-f72b-4b5f-98a3-cb38fe646118,CallDelegation.ReadWrite,,Delegated
Microsoft Graph,43431c03-960e-400f-87c6-8f910321dca3,CallEvents.Read,,Delegated
Microsoft Graph,4628dff5-c33e-4fde-b17a-b64e7acb1bed,ChangeManagement.Read.All,,Delegated
Microsoft Graph,101147cf-4178-4455-9d58-02b5c164e759,Channel.Create,,Delegated
Microsoft Graph,cc83893a-e232-4723-b5af-bd0b01bcfe65,Channel.Delete.All,,Delegated
Microsoft Graph,9d8982ae-4365-4f57-95e9-d6032a4c0b87,Channel.ReadBasic.All,,Delegated
Microsoft Graph,12466101-c9b8-439a-8589-dd09ee67e8e9,Calendars.ReadWrite.Shared,,Delegated
Microsoft Graph,57b030f1-8c35-469c-b0d9-e4a077debe70,AuthenticationContext.Read.All,,Delegated
Microsoft Graph,d16480b2-e469-4118-846b-d3d177327bee,BusinessScenarioConfig.Read.All,,Delegated
Microsoft Graph,fb9be2b7-a7fc-4182-aec1-eda4597c43d5,BrowserSiteLists.Read.All,,Delegated
Microsoft Graph,444ed4b6-0554-4dc6-8e9c-3f9a34ee3ff6,BackupRestore-Configuration.Read.All,,Delegated
Microsoft Graph,a0244d16-171c-4496-8ffb-7b9b6954d339,BackupRestore-Configuration.ReadWrite.All,,Delegated
Microsoft Graph,af598c63-4292-4437-b925-e996354d3854,BackupRestore-Control.Read.All,,Delegated
Microsoft Graph,96d46335-d92d-41b8-bc9f-273a692381ea,BackupRestore-Control.ReadWrite.All,,Delegated
Microsoft Graph,b4e98de1-4600-4e90-b5e1-7c1dfef04e5c,BackupRestore-Monitor.Read.All,,Delegated
Microsoft Graph,94b36f78-434f-4904-8c08-421d9a9c1dc2,BackupRestore-Restore.Read.All,,Delegated
Microsoft Graph,9f89e109-94b9-4c9b-b4fc-98cdaa54f574,BackupRestore-Restore.ReadWrite.All,,Delegated
Microsoft Graph,83b34c85-95bf-497b-a04e-b58eca9d49d0,BrowserSiteLists.ReadWrite.All,,Delegated
Microsoft Graph,2b24830f-f435-446f-ab5a-b1e70d9a2eb5,BackupRestore-Search.Read.All,,Delegated
Microsoft Graph,b27a61ec-b99c-4d6a-b126-c4375d08ae30,BitlockerKey.Read.All,,Delegated
Microsoft Graph,5a107bfc-4f00-4e1a-b67e-66451267bc68,BitlockerKey.ReadBasic.All,,Delegated
Microsoft Graph,7f36b48e-542f-4d3b-9bcb-8406f0ab9fdb,Bookings.Manage.All,,Delegated
Microsoft Graph,33b1df99-4b29-4548-9339-7a7b83eaeebc,Bookings.Read.All,,Delegated
Microsoft Graph,948eb538-f19d-4ec5-9ccc-f059e1ea4c72,Bookings.ReadWrite.All,,Delegated
Microsoft Graph,02a5a114-36a6-46ff-a102-954d89d9ab02,BookingsAppointment.ReadWrite.All,,Delegated
Microsoft Graph,98b17b35-f3b1-4849-a85f-9f13733002f0,Bookmark.Read.All,,Delegated
Microsoft Graph,2bf6d319-dfca-4c22-9879-f88dcfaee6be,BillingConfiguration.ReadWrite.All,,Delegated
Microsoft Graph,8b9d79d0-ad75-4566-8619-f7500ecfcebe,DeviceManagementScripts.ReadWrite.All,,Delegated
Microsoft Graph,6768d3af-4562-48ff-82d2-c5e19eb21b9c,ApprovalSolution.ReadWrite,,Delegated
Microsoft Graph,662ed50a-ac44-4eef-ad86-62eed9be2a29,DeviceManagementServiceConfig.ReadWrite.All,,Delegated
Microsoft Graph,53cec1c4-a65f-4981-9dc1-ad75dbf1c077,LearningContent.ReadWrite.All,,Delegated
Microsoft Graph,dd8ce36f-9245-45ea-a99e-8ac398c22861,LearningProvider.Read,,Delegated
Microsoft Graph,40c2eb57-abaf-49f5-9331-e90fd01f7130,LearningProvider.ReadWrite,,Delegated
Microsoft Graph,f6403ef7-4a96-47be-a190-69ba274c3f11,LearningSelfInitiatedCourse.Read,,Delegated
Microsoft Graph,f395577a-0960-456b-979f-7228de0c5996,LicenseAssignment.Read.All,,Delegated
Microsoft Graph,f55016cc-149c-447e-8f21-7cf3ec1d6350,LicenseAssignment.ReadWrite.All,,Delegated
Microsoft Graph,2973a298-1d69-4f87-8d30-7025f0ec19d7,LifecycleWorkflows-CustomExt.Read.All,,Delegated
Microsoft Graph,ea4c1fd9-6a9f-4432-8e5d-86e06cc0da77,LearningContent.Read.All,,Delegated
Microsoft Graph,ef6bafb1-3019-4a22-a332-103aff92225f,LifecycleWorkflows-CustomExt.ReadWrite.All,,Delegated
Microsoft Graph,df1c25b3-072c-45cd-8403-c63441e4cca1,LifecycleWorkflows-Workflow.Activate,,Delegated
Microsoft Graph,7fabe5bd-2e47-4e61-b924-327117024e18,LifecycleWorkflows-Workflow.Read.All,,Delegated
Microsoft Graph,789c445d-433c-4575-a1fc-367a58a1bd4a,LifecycleWorkflows-Workflow.ReadBasic.All,,Delegated
Microsoft Graph,29e49f0c-a053-4cc5-a4b1-7da0c8c1e643,LifecycleWorkflows-Workflow.ReadWrite.All,,Delegated
Microsoft Graph,9bcb9916-765a-42af-bf77-02282e26b01a,LifecycleWorkflows.Read.All,,Delegated
Microsoft Graph,84b9d731-7db8-4454-8c90-fd9e95350179,LifecycleWorkflows.ReadWrite.All,,Delegated
Microsoft Graph,d6d361b3-211a-4191-9fa7-15f72de4aac4,ListItems.SelectedOperations.Selected,,Delegated
Microsoft Graph,4d3d7f81-163f-426a-8432-5638d2e82083,LifecycleWorkflows-Reports.Read.All,,Delegated
